partner_id,country_name,partner_country_status_code,country_type
dded4ef8-a8c1-4f9c-8269-348ca2150946,Panama,1,domicile
e4ca11f2-f1ab-412d-adcd-aa355f5b55f6,Switzerland,1,domicile
dbd6c60a-b853-4837-92b4-8e13fa023a57,Switzerland,1,domicile
604ae76f-a24b-4ca4-83ce-e96536a44eba,Switzerland,1,domicile
15e30f75-376b-4c5e-b2c9-a4db14184231,Switzerland,1,domicile
7d4c361f-c4f8-44c3-8d07-57b47647e2a5,Switzerland,1,domicile
ef05e55e-1194-4779-a59d-48acf5c4dbd7,Switzerland,1,domicile
10ae4aed-991b-4f69-aa25-9134c2186010,Switzerland,1,domicile
e25a33b7-ab6e-4978-a72b-144a252a6d45,Switzerland,1,domicile
920d27ae-80da-4b52-97c7-afcdd5bfb911,Switzerland,1,domicile
94729d87-7256-4059-a11e-a68a3f2a9954,Switzerland,1,domicile
be58fd61-f42c-4f5d-b9c6-634b21a035bd,Switzerland,1,domicile
0859a8cb-7987-4f06-babc-7fcce9e9d85e,Panama,1,domicile
6b01cf01-5fb7-40e4-bd8f-b9e92426e315,Switzerland,1,domicile
10cc24b3-398f-4a1e-9e53-81344b0897bf,Switzerland,1,domicile
422e0167-e8fa-46f1-96b3-74164511bad9,France,1,domicile
a7724552-5d35-4cbb-a645-4b141037e457,Switzerland,1,domicile
d96c2ed8-83f4-4ab5-8173-81c6bf4b07f2,Switzerland,1,domicile
c4ba501e-14b8-440a-9a65-1dbbea278a8b,Switzerland,1,domicile
16d0e842-d203-4cec-a5ee-a7a6863df906,Switzerland,1,domicile
3725e858-bb32-4923-9b44-f7956230248b,Switzerland,1,domicile
89d9fc94-1533-4ba0-b4e4-677160cee153,Switzerland,1,domicile
d4125754-bb87-45b8-af60-9a9062f2d4b4,Switzerland,1,domicile
7e23b6fc-4975-4aff-88de-37d493fc33ed,Switzerland,1,domicile
a6268097-dd88-45ab-a08e-57540690d3a7,Switzerland,1,domicile
7cb3c7bb-2fed-4d2d-8a91-d02dce5f944e,Germany,1,domicile
15a8e290-0fd2-4170-8581-8c62678f2763,Switzerland,1,domicile
ee8a494b-d68e-4825-b31f-21ce20c24c14,Switzerland,1,domicile
54bf4bed-3551-47cc-a39b-3762ca36600c,Switzerland,1,domicile
700e9249-3bf4-4c4c-8871-f84d1511df87,Switzerland,1,domicile
8b50936b-0cef-496b-a0c5-93eb4dbe6a69,Switzerland,1,domicile
13551a0f-8d96-4ccb-80a1-ba282c95fde1,Switzerland,1,domicile
02ec9335-316a-467b-a64a-89e6534f32b8,Switzerland,1,domicile
cf80676a-7f00-4b46-bbee-04b6958fa565,Switzerland,1,domicile
1322c24d-c9d7-4fe4-a71a-0e16161f8b55,Switzerland,1,domicile
e0aa6e84-c603-4a48-8139-74226b840044,Switzerland,1,domicile
9fa037db-ce4b-4d54-a587-3598de1d6b2c,Switzerland,1,domicile
43b5b71a-7739-4258-89c8-e84c166b9f0f,Switzerland,1,domicile
6ce89bb5-c305-4686-9677-5f0f36080d73,Switzerland,1,domicile
a963f2c0-eae7-47f4-ac6a-a12ee906589e,Switzerland,1,domicile
479be8f1-8054-4346-af37-b51b00dcbfd5,Switzerland,1,domicile
e13d7424-5417-45e1-8ae0-b24230173ec9,Switzerland,1,domicile
b74190f3-fd26-4379-b767-9c29e3b9091d,Switzerland,1,domicile
dd72877e-3f85-4e1f-9d29-48b42e98b57b,Switzerland,1,domicile
bcb9386a-40e9-40d3-9780-da40bf2161d5,Switzerland,1,domicile
a01e19c1-9d83-45ab-8b6a-0195ebe9ee0f,Switzerland,1,domicile
ea0cfead-9913-4381-8033-a5ca515fbc12,Switzerland,1,domicile
077bb178-c5b3-46ea-ad5a-b40e98b7db6a,Switzerland,1,domicile
bcaa60c7-ff8c-4486-a740-d042f2a58001,Switzerland,1,domicile
f424ca6d-5a11-47e2-ac79-a229d153b882,Switzerland,1,domicile
ba0c32e5-4f4d-498f-9bd7-0fa28eaa13d3,Switzerland,1,domicile
3d5cddd7-3465-49df-a3fe-b47441eb74c0,France,1,domicile
581b9f14-f5f8-4a3c-9c4e-5c6ed6e009d2,Switzerland,1,domicile
6b48a19f-4965-4569-9480-44aa79a65383,Switzerland,1,domicile
ab6bc675-0342-4624-be25-da767d0036ad,Switzerland,1,domicile
57c7a5d8-02b3-447c-b763-e90fcf09809b,Switzerland,1,domicile
86db8a79-5a44-4b36-88f2-0ae718f07cb0,Switzerland,1,domicile
98e9579f-fa5a-4e96-a750-4e33926eec1e,France,1,domicile
c2c7ad10-e567-45c0-b396-d0a3f64ceddd,Switzerland,1,domicile
4e446c94-a649-45ee-84cf-1fdb662dcda8,Switzerland,1,domicile
c94dbf25-ddc7-4dd1-9350-679161a64475,Switzerland,1,domicile
3c820f50-61b2-47c3-a478-5a4507dc91e3,Switzerland,1,domicile
9b7bfb0b-466a-4631-922b-da951f8a53d5,Switzerland,1,domicile
df360570-3176-4030-8528-0dded5f6948d,Switzerland,1,domicile
ae474aaa-148c-4404-b10e-b9a542a91ffb,Switzerland,1,domicile
1533b65c-264b-43a5-8b46-fa4431ebb230,Switzerland,1,domicile
8867d5ad-d2c1-4bfe-a69c-95c2a21f4129,Switzerland,1,domicile
820c4b98-d82e-4217-9b0d-3d43a14974fe,Switzerland,1,domicile
7c58ab98-7381-471c-990f-58b4d18ec92a,Switzerland,1,domicile
337267b7-84a4-4550-9856-9be6c8a67b4a,Switzerland,1,domicile
f63eddc9-8a5a-4c13-a9fa-86cc20ac68b4,Switzerland,1,domicile
481b85a3-bc90-4c9d-80e3-819e072b73c0,Switzerland,1,domicile
a88eb745-7c19-4a42-9b19-ef3be20efdf3,Switzerland,1,domicile
e6caee22-6e0f-4333-99d0-130c08202efc,Switzerland,1,domicile
73793414-f437-4f48-b190-ad2ecbc85057,Switzerland,1,domicile
6d07f064-344e-4366-bb77-0afe9515b7b6,Switzerland,1,domicile
055a5e67-96a5-42a5-88ce-1e2aa960e388,Switzerland,1,domicile
8044c7de-d5d7-4843-8eff-8ac7642e9926,Panama,1,domicile
6cf6a340-9042-40f5-a88c-f773df3ba3b7,Panama,1,domicile
f45174b8-d93c-462d-8266-10261765780e,Switzerland,1,domicile
4da02b71-9bf2-4bd0-84f4-e9dc660cddd6,Switzerland,1,domicile
1dd92aad-9ade-436e-91f3-ced3db1f358d,Switzerland,1,domicile
cabb2ffd-dc15-4d54-84ae-f9a538dcf386,Switzerland,1,domicile
a2f209f2-df03-48d5-b073-eb0b1eb55b1a,Switzerland,1,domicile
a5aa08db-ae75-450d-809e-9f2f2b9044de,Switzerland,1,domicile
bb39253a-acbb-4467-ac6b-354880a75c8c,France,1,domicile
0d63d178-da86-4824-aa7d-5a76f9250f21,Switzerland,1,domicile
de3dc825-1a3f-4f50-8153-fcdf3c3120bb,Switzerland,1,domicile
b1895893-efe3-4f62-a7bf-fdf4bb856f57,Germany,1,domicile
cc223575-2c29-4370-b481-76a842833255,Switzerland,1,domicile
2bbcb850-ad19-47f9-9898-11b67cef6435,Switzerland,1,domicile
2c1c6c6b-f12e-4856-83a2-e04a9094e609,Switzerland,1,domicile
a1214750-deb8-4a81-8369-dd96b62cf37a,Switzerland,1,domicile
bfb4ca41-e701-406c-88d4-9056fa35757d,Switzerland,1,domicile
0603e833-6380-4216-aeb4-c9944c46c7e3,Switzerland,1,domicile
bb1636e2-7aa0-421e-9e38-a4fb2cb45657,Switzerland,1,domicile
53e203a4-2b68-4a11-896a-4b3abfffb48f,Switzerland,1,domicile
08806ee7-2589-473e-98ea-8310d20d5e26,Switzerland,1,domicile
f989c04f-566d-42fa-925b-86c398f560a3,Switzerland,1,domicile
34225861-1aaf-4a69-851c-6078e56fecb2,Switzerland,1,domicile
8931f138-3667-4400-8c62-c3736c41f4e3,Switzerland,1,domicile
9a099832-9c8a-4af3-8986-b64fe398685c,Switzerland,1,domicile
d408320f-d79d-491b-bf25-ab6af599fe92,Switzerland,1,domicile
07921824-edce-4d18-9c8d-2731e9302a47,Switzerland,1,domicile
42cada4a-4dad-4cf7-b478-c984224f6c02,Switzerland,1,domicile
c477e51b-cb5b-4d49-8f8b-beafeff10774,Switzerland,1,domicile
527235c4-d48c-48d8-81ab-ea0a772a6463,Switzerland,1,domicile
c5f8bb7d-b351-466b-a335-785c63461a6d,France,1,domicile
3958a795-efda-49bc-bfe8-9951d8ae56e0,Switzerland,1,domicile
9229ac35-98b2-457e-ad44-2e5ed10e120b,Switzerland,1,domicile
4dd42155-d70c-49c5-9f26-1243fa0a3b25,Switzerland,1,domicile
16c58282-bf3b-45a0-a888-ea352de4bc16,France,1,domicile
a3291f0b-4c30-4de0-aba1-c15d5f755ecb,Switzerland,1,domicile
1a47f54b-aa68-4191-a0c3-b427d4dc5eec,Switzerland,1,domicile
e2d62dfb-2e35-4e3b-b114-51bf968b5359,Switzerland,1,domicile
8c6279c6-17a0-4c8f-9832-e49a4561f2ae,Switzerland,1,domicile
51cd112e-8244-4501-ac0c-d94fc5bade06,Switzerland,1,domicile
65233152-954c-49f1-a35d-8f23b9d0a709,Switzerland,1,domicile
3947fa97-1b4a-49a1-8580-c9530b98d5df,Switzerland,1,domicile
eb741f5c-e762-4a82-a927-37fc7c9f7608,Switzerland,1,domicile
e60809c4-d6bf-4dd7-a2ca-a1b276d5f8bd,Switzerland,1,domicile
77792862-2a02-4b45-beca-436ff27db815,Switzerland,1,domicile
02fd7386-0f2f-4842-b7a5-ef416de0e48a,Switzerland,1,domicile
bec90c29-1004-43e1-b9b6-ee6f7589e035,Switzerland,1,domicile
09b5761e-38da-4d65-b0c0-6563129efa35,Switzerland,1,domicile
c9d7f00b-2e81-472d-b18a-d33dcf71454e,Switzerland,1,domicile
45f92599-3a12-4dfc-836d-21a0086ab082,Switzerland,1,domicile
d5a9c213-d360-4606-9c1a-23a66b174f1e,Switzerland,1,domicile
45239805-c126-4418-a844-f9ff4dc725d9,Switzerland,1,domicile
38d63777-8da6-4ea5-81f8-8932d3bc5044,Switzerland,1,domicile
86e0b162-2f83-4ba0-89a0-482f503037ad,Switzerland,1,domicile
6f4d9dae-5b5c-4171-b453-1e8e8ac33638,Switzerland,1,domicile
27309d5b-f98c-4a33-a352-c0a58e332322,Switzerland,1,domicile
fd3e90fa-cb3a-4ea6-b85b-632654463746,Switzerland,1,domicile
c338799a-9b4e-43ff-9207-82ea24910809,Switzerland,1,domicile
08271a4a-3365-4eab-b749-a7f3ba65ac3b,Switzerland,1,domicile
15b8046e-0523-4a31-b0f3-e4c2ff4c2cf5,Switzerland,1,domicile
dc570d75-667d-4c6d-a8f0-65577f7102e8,Switzerland,1,domicile
f3fa3ab9-e6cf-4ebd-930c-e25f743425a5,Switzerland,1,domicile
d782148c-70fc-4d0d-ba2d-c536180e4f5f,Switzerland,1,domicile
355a2e19-ee87-49bb-8d29-7dc9dc161c33,Switzerland,1,domicile
fb4ea1db-8be4-478d-8d1b-a57cac7f9227,Switzerland,1,domicile
01457110-8f78-48f0-835c-bc6d0840a473,Switzerland,1,domicile
0a83cdd6-f877-4472-9238-b54378ec0ad9,Switzerland,1,domicile
eab60c78-2ba0-4443-9020-46b6001612d8,Switzerland,1,domicile
d7ddfedb-3104-43e2-849c-680744338f60,Switzerland,1,domicile
5ae3b333-2523-4cc4-ba7a-2f68d4977990,Switzerland,1,domicile
d5f49f46-ec86-4c8d-9788-289942c48a45,Switzerland,1,domicile
06caea13-9054-4ffe-b41f-2c16156bea45,Switzerland,1,domicile
a9f1caa5-0f55-4e9a-8d1e-19692376fc7f,Switzerland,1,domicile
08da6d8c-5717-472d-95cc-8968e368ead0,France,1,domicile
1aefa671-9507-4d04-ae37-3c4c3a2695e7,France,1,domicile
c6e736d4-751b-40dc-a961-a08b3d466619,Switzerland,1,domicile
5a4747dd-5fa3-48b4-92aa-4bb1b2a688e0,Switzerland,1,domicile
ab5662d5-8b83-4b0a-9299-db20fabc3dd0,Switzerland,1,domicile
d12895f3-d4dd-4a4e-adc6-5c7d38556beb,Panama,1,domicile
e432be39-8639-42fb-a7ed-7641fd123fcb,Panama,1,domicile
29b3859f-190c-41d1-a3aa-86ac472b43bc,Switzerland,1,domicile
ddc81520-730f-4c26-befe-ab9941954e65,Switzerland,1,domicile
55695e41-7052-4ed4-9059-1ca038768c39,Switzerland,1,domicile
1e83f47d-1617-4f73-801f-3041878d47f1,Switzerland,1,domicile
a6b7261d-7008-4028-a09e-fedd909ebf17,Switzerland,1,domicile
bf8553cf-2afd-4750-a99d-84fb69013df7,Switzerland,1,domicile
391c95b0-48eb-4f70-aa48-3c42d2edfcf3,Switzerland,1,domicile
6b013a82-3972-4de9-9c67-04bf96ce11ab,Switzerland,1,domicile
0765bf6b-fb99-427a-a593-3664ac796438,Switzerland,1,domicile
a49e1bb1-5b5c-40a4-960b-617708de2c64,Switzerland,1,domicile
db948705-47e3-4c1d-a268-9f26310e00a3,Switzerland,1,domicile
d2a878dd-b258-40b1-9c49-585311bb4368,Switzerland,1,domicile
eb3b80b0-3ecb-4a65-83fc-38f787588735,Switzerland,1,domicile
82272ab1-4bd1-48b9-b5eb-08bad2d94007,Switzerland,1,domicile
d02dc3e2-803d-4f66-b779-8ed278c60988,Switzerland,1,domicile
85380914-d349-4716-9495-5848eaa9a750,Switzerland,1,domicile
183fa69b-813a-4538-a449-8b5921358531,Switzerland,1,domicile
3a24d584-b239-4246-b4e3-6fad47444a42,Switzerland,1,domicile
a2c9492e-b00d-472b-942a-93a18f96c7ca,Switzerland,1,domicile
7f4948fb-8adb-4696-8e82-5078bf4c841e,Switzerland,1,domicile
55c191de-a23b-49ab-8106-896738491cac,Switzerland,1,domicile
cd5d9d4a-fbf1-4541-8b2a-81dead2d0c0b,Switzerland,1,domicile
04b82639-7e83-43f6-a515-38859212048f,Switzerland,1,domicile
bbdaaac4-761c-4fb3-8e4e-5b39fe5e63e1,Switzerland,1,domicile
7fb711e7-b9a4-4060-8fb2-95b2a07a0fdf,Switzerland,1,domicile
3ada6d56-31a8-454c-8310-bf1c9b41a055,Switzerland,1,domicile
ebf3d61a-c03f-43b8-9993-e634e9a20c47,Switzerland,1,domicile
dea8bc20-fa39-45ce-a709-5de0b69b3854,Switzerland,1,domicile
45012826-3ff0-42e7-b02b-2d65a0b70bea,Switzerland,1,domicile
7efca024-59f9-45dc-a349-831ca77e8d25,Switzerland,1,domicile
b189a012-e0ee-4bea-a50e-90cdd84aecd4,Switzerland,1,domicile
4b6e1806-8188-4cf6-b903-bfc005ab7918,Switzerland,1,domicile
fd533cbf-6906-4d9c-8ca4-a3944ae13ce3,Switzerland,1,domicile
8a9f4981-e3a1-4cab-afc6-ca48197c3f97,Switzerland,1,domicile
41865d87-c60c-441c-926f-db76fb2b24c5,Switzerland,1,domicile
cbc55779-0f60-4fc4-949a-39a1282b091f,Switzerland,1,domicile
28d675bd-2fb8-42e3-b4cc-7fb52cf1e4d2,Germany,1,domicile
a8140b04-9763-4127-a2a3-9f8f57316218,Switzerland,1,domicile
471d4ca0-5c42-49a9-9b45-daca938f13a4,Switzerland,1,domicile
4a136547-bbe9-483b-b51b-8db29b71fcfd,Switzerland,1,domicile
e076e682-a511-4b30-a694-75b1fe7245a9,Switzerland,1,domicile
f70975cb-af2f-4c76-bc19-f88ebc3de56e,Switzerland,1,domicile
c16d287b-3bed-404e-b885-bd69d53f5db9,Switzerland,1,domicile
21fc4df5-39ef-4c5a-af09-6162664929c8,Switzerland,1,domicile
0f81248a-ef48-40a7-be61-2da1187f5d80,Switzerland,1,domicile
67324be9-9522-411c-88f0-28b34d5c36ab,Switzerland,1,domicile
b35d83bc-de73-42bb-b40f-c879925e49bd,Switzerland,1,domicile
576c317c-e3c4-4723-8524-594baed486ec,Switzerland,1,domicile
836b28aa-f959-466d-8776-0e782e2f3097,Switzerland,1,domicile
415d51f4-e739-4700-ab41-cce49d9c8f4d,Switzerland,1,domicile
ab2f226c-eec8-4422-8fc4-0bbed82bc8f0,Panama,1,domicile
8f192a90-1b07-4762-8b3d-ba1f0f649c15,Switzerland,1,domicile
dd31d7e0-d9f3-4440-a559-8b93ab904ae1,Switzerland,1,domicile
4baf25cb-f10e-43e4-b56c-33f2ede7044e,Switzerland,1,domicile
b8f669bb-858b-41fb-8049-0f64dfdf9bae,Switzerland,1,domicile
56f3c5ae-b1b2-42e6-9d79-5c35ae5213e2,Switzerland,1,domicile
00783e23-8cf3-44f6-9d8a-ca624853d988,Switzerland,1,domicile
2b12e41f-7d6c-4277-a150-ced40b1ac6c1,Switzerland,1,domicile
91b09a20-671a-424b-b7a8-9938204c6f1c,Switzerland,1,domicile
a8686e0c-a514-4a97-b65e-0745f9557c1d,Switzerland,1,domicile
b673c96a-2a79-4a67-a031-67824fae38bb,Switzerland,1,domicile
c2a0511e-703f-454f-856e-ddd92615a3da,Switzerland,1,domicile
61576a0a-2369-4de4-b527-601ed4b9521d,Switzerland,1,domicile
ce80df09-87ee-4e36-91f5-343cb65e5c9e,Switzerland,1,domicile
96683cd7-af37-44d4-9b0a-9c4dbe784a95,Switzerland,1,domicile
0dd84c23-3db2-4c71-81d1-0189e819485e,Switzerland,1,domicile
17ccdcea-4e3b-4532-86c4-10163b56a163,Switzerland,1,domicile
7bccd31e-0cb9-4f43-9917-2f6d7f6b3d27,Switzerland,1,domicile
51575a5d-24c9-414f-9402-3e46b4e25b07,Switzerland,1,domicile
b923f5c1-520c-4a0b-9f6a-830534b77a3c,Switzerland,1,domicile
19d3dbec-3a3d-4eb7-a0c6-d7ab38b60fca,Switzerland,1,domicile
abc484b5-3c5d-49dc-958f-66a38203e355,Switzerland,1,domicile
76d139ec-80fd-40ca-8df3-28fc7d74e8ec,Switzerland,1,domicile
8afc2ca1-7e24-4dab-8bf6-0f5a5c131731,Switzerland,1,domicile
ea760c7c-92c4-4ba0-a353-bbc58ec52d9f,Switzerland,1,domicile
f5fd55d5-b574-4104-bb58-14141a147cec,Switzerland,1,domicile
79d0ba28-ef8e-4c1f-933b-48b7763d3e5e,Switzerland,1,domicile
2a4deb68-1d3c-43d6-a9d1-21de67df3732,France,1,domicile
90d2a2a3-71ac-4859-ab8c-e841ac5ba64c,Switzerland,1,domicile
aaa4d472-313b-42ff-b505-125733ce4a12,Switzerland,1,domicile
caa9f3b8-9bf6-41eb-a431-0ba270fa8ccb,Switzerland,1,domicile
8bea2c16-fa77-44b8-b872-d1a8e81d1046,Switzerland,1,domicile
fd200db8-cfc1-4937-9a60-18b8298d452e,France,1,domicile
f25ce981-8edc-4156-be87-40ca682e40d0,Switzerland,1,domicile
f69bf7ce-3f90-4ceb-bd4e-45a7934ce943,Panama,1,domicile
e966590f-1a18-4edd-a812-dfb095ebeff6,Switzerland,1,domicile
b16f9761-2774-4f36-8c3f-e1e4d5c146e7,Switzerland,1,domicile
31c4e9aa-b98e-4902-97ce-039c0db53ae5,Switzerland,1,domicile
98539bb8-5181-4700-a285-2a20f12af549,Switzerland,1,domicile
d6415a86-ec27-445b-9120-0e2823c46a80,Switzerland,1,domicile
45362a3f-95a8-4629-aecb-6a58cfbde5e5,Switzerland,1,domicile
d076d455-22ef-477c-808a-4e8c385748b5,Switzerland,1,domicile
8fead33f-d89f-4b8e-9fac-ffc37f475f8b,Switzerland,1,domicile
42067104-580d-4b0a-98be-e5603fe9829b,Switzerland,1,domicile
6ddb5e73-97ce-46b9-9c86-c17bad458deb,Switzerland,1,domicile
26190d5f-4bf3-487d-a9c1-c52e41b61e1b,Switzerland,1,domicile
fdcfe6fa-0b80-4ed1-8fd3-a193250b445a,Switzerland,1,domicile
752f7e45-1793-4ca6-941f-46af75183cdf,Switzerland,1,domicile
78648ef3-5288-4fe8-b0fa-66ddc1cd79ab,Switzerland,1,domicile
9186be86-9d7a-4c9e-9f85-a5526b800d1f,Switzerland,1,domicile
4b86e040-c01a-44bc-92ce-c72d034c02fe,Switzerland,1,domicile
d06f19cb-528a-4372-8fee-71c561ffa2b7,Switzerland,1,domicile
4a6986d8-4919-4182-a1a8-f314a231813c,Switzerland,1,domicile
e9259356-f5ab-482a-b484-47fd1c14b3a5,Germany,1,domicile
849bdd5c-25b0-4bba-af30-cb2377af56db,Switzerland,1,domicile
2b49ef57-2edc-4ce0-a180-cba87406a347,Switzerland,1,domicile
d5c6456e-73eb-40e1-a7d0-6f8c8d3000ce,Switzerland,1,domicile
2a0429e0-d4d0-4064-a868-2d4e34585544,Switzerland,1,domicile
993aa0c3-7dd1-4c3d-a854-38942128752b,Switzerland,1,domicile
3e36161e-217a-4753-8f69-89b84a4de598,Switzerland,1,domicile
99f2acc8-2ba0-452b-a177-b45f3d2781bf,Switzerland,1,domicile
0c64450f-9b03-4084-8446-8e378aa81d34,Switzerland,1,domicile
09dcc502-9e06-4757-8f56-5b7fcd858ee5,Switzerland,1,domicile
5a20ce80-9795-4b0e-bfc0-64d3f8d1172a,Switzerland,1,domicile
c67b89dc-406d-47cd-925f-886fa3168d12,Switzerland,1,domicile
ef275d65-0a5b-4c10-8d6f-ce7cd8cfc6e5,Switzerland,1,domicile
ef2bf70c-bab0-4631-a162-59d88641a4d2,Switzerland,1,domicile
444ce5e7-ac06-4614-95ee-c1140362bf95,Panama,1,domicile
dafaf30f-1238-4814-a3dc-a4b89d1a2d5f,Switzerland,1,domicile
680efe77-3dbd-4834-847d-2c3353cdd733,Switzerland,1,domicile
811de0c9-4572-4e9a-a436-415aeb048d65,Switzerland,1,domicile
9855cc2c-dc5c-4e2b-a66e-e26344531bfa,Switzerland,1,domicile
d638a505-4490-4231-8c1b-de4e549cf810,Switzerland,1,domicile
860861de-9fdb-4b31-9f45-36a2af64901f,Switzerland,1,domicile
217de5d2-f160-4fc3-a545-61145b666b87,Switzerland,1,domicile
57e8eea1-6c58-4db4-bc92-1dc0b81f518b,Switzerland,1,domicile
67fa2d40-0d7f-4900-a9af-7d0d89cf295d,Switzerland,1,domicile
648508e1-1f7c-49d3-8e58-681930da4e48,Switzerland,1,domicile
b865016b-e80d-444f-81d5-331ab8f4b218,Switzerland,1,domicile
cc520cab-3e96-4c56-aed2-0efec983e2fc,Switzerland,1,domicile
0ca748b3-1db3-4621-9981-7287bba4e0d1,Switzerland,1,domicile
11ac97e8-8442-44e7-8d4d-ba34d1fedd6d,Switzerland,1,domicile
37393912-532b-48c3-9da8-687b48bace62,Switzerland,1,domicile
da5ffcf1-2c03-4387-88bc-f80d8ef40c95,Switzerland,1,domicile
82478f09-fbb1-4b6b-88dd-1331cf3e1b5d,Switzerland,1,domicile
035fefe9-c247-4027-b266-11596c4612f4,Switzerland,1,domicile
e31eab69-b6a5-4a7b-ab14-524fc065a5ad,Switzerland,1,domicile
170deebb-58c6-4886-b33f-2de89d811932,Switzerland,1,domicile
bbf9a8e1-834a-4732-81c3-3e4a86041504,Switzerland,1,domicile
d8883ecc-f2c9-4066-a586-44e893717bbe,Switzerland,1,domicile
d4bad18d-2949-47e3-9ac7-14620bc45670,France,1,domicile
6fb5efe8-d2f0-480c-8119-e40b82bddc2e,Switzerland,1,domicile
7fece78b-ea1d-494f-9d7a-908b4ce40406,Switzerland,1,domicile
2cec2b87-be6a-405d-ac54-367f657d5cba,Switzerland,1,domicile
6098dfc1-e962-4714-bb0c-96fbb71f78f8,Switzerland,1,domicile
38d88159-3f49-4615-ba80-ca240d825256,Switzerland,1,domicile
2c3eaacb-644f-4a9a-9a1a-e707993afadc,Switzerland,1,domicile
7773712e-b705-4201-aa09-21b60a2b0f85,Switzerland,1,domicile
4e988760-da8e-48fc-a081-a277cd97b84c,Switzerland,1,domicile
6be885cb-8e43-48c7-a738-2dcf1ff429e9,Switzerland,1,domicile
5144c60b-73fa-4bb1-846b-513020062783,Switzerland,1,domicile
5ef07e75-8f58-4765-ad1e-794c606c22f6,Switzerland,1,domicile
769aba6c-e8a3-4d97-8cc5-679624995efa,Panama,1,domicile
cfb996c3-59be-46c1-8233-471d59228c17,Switzerland,1,domicile
c878d176-52b5-411b-9fb5-aab241933d84,Panama,1,domicile
0b1403e8-28a1-409b-a2ec-19bd61f53e3d,Switzerland,1,domicile
5b25c5a3-edd9-4abe-90b1-ef1d4f312f90,Japan,1,domicile
daf5b79f-6532-4dfe-9b91-f1566a860444,Switzerland,1,domicile
dce091e9-f3be-42c2-8a44-bda7ae58ef76,Switzerland,1,domicile
64a4ff34-15d8-4ebf-bd6a-0306c8312ea6,Switzerland,1,domicile
9bc3354b-7008-437b-8b44-2d15b0fd9501,Switzerland,1,domicile
0ce22ae9-f57d-46f2-804c-3e1931484bc6,Switzerland,1,domicile
f8e8914f-308e-4181-89d4-b5e9e2c85c72,Switzerland,1,domicile
529a22c8-f063-4628-a6cd-91668e3faf4f,Switzerland,1,domicile
ffe4a7a4-9193-465e-aacd-9baf8115ff2a,Switzerland,1,domicile
e7e44a13-a218-46a8-a28e-1499a52e2129,Switzerland,1,domicile
8968de78-615b-4597-8f01-1c5c1c62b404,Switzerland,1,domicile
2efab948-b8c5-4806-8b9e-d592059e9f5f,Switzerland,1,domicile
79595a7d-788a-46d5-890c-524a259bea0d,Switzerland,1,domicile
7bb19894-9411-48c3-89ed-959959d209b1,Switzerland,1,domicile
51215295-97e1-459c-9e15-d6e11457aa52,Switzerland,1,domicile
694df450-b48f-4f2c-b7b4-4c67566fb2af,Germany,1,domicile
c7dbc9a2-c63f-4663-83f2-89edc1bf7c47,Switzerland,1,domicile
0489ad7f-cd03-4c68-93ec-5b24f0c64dec,Switzerland,1,domicile
b928df8b-efa8-4f1d-9c74-d5711bc39310,Switzerland,1,domicile
