partner_id,entity_type,entity_id,relationship_start_date,relationship_end_date,br_type_code,associated_partner_id,partner_class_code
dded4ef8-a8c1-4f9c-8269-348ca2150946,BR,484af6c4-470a-491b-980c-a847e41f35a9,2016-08-06,,VP,,
e4ca11f2-f1ab-412d-adcd-aa355f5b55f6,BR,e6c585f6-6705-4252-9ce0-0c6040798c18,2018-02-01,,VP,,
dbd6c60a-b853-4837-92b4-8e13fa023a57,BR,bd30743f-7a30-4157-b4da-142d203e82c5,2011-01-04,,VP,,
604ae76f-a24b-4ca4-83ce-e96536a44eba,BR,f5b990fc-88c5-4bd8-82de-0b96bccabe00,2011-06-23,,VP,,
15e30f75-376b-4c5e-b2c9-a4db14184231,BR,05d64ece-c103-4ec9-a4ea-ec58475fa46f,2016-07-21,,VP,,
7d4c361f-c4f8-44c3-8d07-57b47647e2a5,BR,67d64b79-1910-48c4-958e-bd572ecf919f,2012-01-01,,VP,,
ef05e55e-1194-4779-a59d-48acf5c4dbd7,BR,8c58bac5-a0ea-4fdd-8762-2bb809eb2ab4,2012-06-15,,VP,,
10ae4aed-991b-4f69-aa25-9134c2186010,BR,b5180309-f029-4cf2-b5ae-28ecc4caad73,2022-10-04,,VP,,
e25a33b7-ab6e-4978-a72b-144a252a6d45,BR,0a492b9a-515c-4061-b45a-28005591cfc6,2016-07-08,,VP,,
920d27ae-80da-4b52-97c7-afcdd5bfb911,BR,d3384c37-a6be-4c82-ba20-8ebe7f65b535,2010-01-15,,VP,,
94729d87-7256-4059-a11e-a68a3f2a9954,BR,9c5ea279-6ca1-4010-bc7d-b98250328a20,2018-07-26,,VP,,
be58fd61-f42c-4f5d-b9c6-634b21a035bd,BR,00fa11dd-4396-4dc4-867e-aecf5b6ad443,2013-09-15,,VP,,
0859a8cb-7987-4f06-babc-7fcce9e9d85e,BR,19349bce-f381-4eb5-98bc-d94b19de9033,2018-08-02,,VP,,
6b01cf01-5fb7-40e4-bd8f-b9e92426e315,BR,c6bf5943-d29d-4f7e-a0f7-3686e0ecd8c7,2014-07-15,,VP,,
10cc24b3-398f-4a1e-9e53-81344b0897bf,BR,7a43f0d6-4971-4565-99ce-548cb170d02b,2013-06-01,,VP,,
422e0167-e8fa-46f1-96b3-74164511bad9,BR,5fe46441-7879-4a06-a3ab-2afedf606402,2014-07-19,,VP,,
a7724552-5d35-4cbb-a645-4b141037e457,BR,e56a8d52-88f8-4928-aaab-9f479ff48385,2014-10-30,,VP,,
d96c2ed8-83f4-4ab5-8173-81c6bf4b07f2,BR,776d54d7-6ca0-40f3-9778-bb4d22a166ce,2011-06-26,,VP,,
c4ba501e-14b8-440a-9a65-1dbbea278a8b,BR,1c6d197a-ea30-488d-a6d8-68690e7204d0,2013-03-26,,VP,,
16d0e842-d203-4cec-a5ee-a7a6863df906,BR,be6ea3ee-d617-4e4b-ae28-3ad94e21bbf0,2017-05-12,,VP,,
3725e858-bb32-4923-9b44-f7956230248b,BR,6d866ab2-fa3f-43f7-a6ba-98a798d6839b,2017-03-02,,VP,,
89d9fc94-1533-4ba0-b4e4-677160cee153,BR,a1eabd26-2673-46ac-8dc0-47574bf623e7,2012-07-17,,VP,,
d4125754-bb87-45b8-af60-9a9062f2d4b4,BR,ae03693c-f2eb-4ed8-bb9c-29df9615a5dc,2013-11-27,,VP,,
7e23b6fc-4975-4aff-88de-37d493fc33ed,BR,427ad7c3-04af-40a1-bf37-6824f0c3b3f5,2016-02-12,,VP,,
a6268097-dd88-45ab-a08e-57540690d3a7,BR,9624685e-b991-4f3c-a913-77cd65cbea10,2015-08-24,,VP,,
7cb3c7bb-2fed-4d2d-8a91-d02dce5f944e,BR,e3629310-7a41-40c4-b5bc-9d7df6181277,2021-03-21,,VP,,
15a8e290-0fd2-4170-8581-8c62678f2763,BR,2c1b316f-1d73-4d30-8a68-5eb5d151560b,2017-01-07,,VP,,
ee8a494b-d68e-4825-b31f-21ce20c24c14,BR,ef607ed7-feb5-4e00-9544-72384f7ba3fc,2017-09-04,,VP,,
54bf4bed-3551-47cc-a39b-3762ca36600c,BR,5c13121c-1c34-42a9-b76d-8413729a84ef,2016-07-28,,VP,,
700e9249-3bf4-4c4c-8871-f84d1511df87,BR,918acde4-bbb2-495b-8cda-ef96e21bc305,2011-01-18,,VP,,
8b50936b-0cef-496b-a0c5-93eb4dbe6a69,BR,fce0189d-d7e1-410d-bbec-0582b661cfe4,2012-12-19,,VP,,
13551a0f-8d96-4ccb-80a1-ba282c95fde1,BR,494d6873-a896-47b0-ba1a-075cd000cd6a,2015-05-04,,VP,,
02ec9335-316a-467b-a64a-89e6534f32b8,BR,704c3a8a-ef21-43d3-9b05-a9607a9241d6,2016-11-22,,VP,,
cf80676a-7f00-4b46-bbee-04b6958fa565,BR,1f24a5fc-a747-400c-ae85-22d185782acc,2021-06-01,,VP,,
1322c24d-c9d7-4fe4-a71a-0e16161f8b55,BR,fcaea397-c2f9-4822-b358-542e4f48e422,2019-07-30,,VP,,
e0aa6e84-c603-4a48-8139-74226b840044,BR,fce09b63-6114-477a-afce-955ae0f34fe8,2017-04-29,,VP,,
9fa037db-ce4b-4d54-a587-3598de1d6b2c,BR,eadafe0b-f51f-420c-b4cb-2ed84262d8e3,2019-04-18,,VP,,
43b5b71a-7739-4258-89c8-e84c166b9f0f,BR,692c0024-b1c8-4096-a351-43086b37e6fc,2013-04-18,,VP,,
6ce89bb5-c305-4686-9677-5f0f36080d73,BR,737498fe-8dcb-4373-b30e-1fbde8aa3270,2012-02-13,,VP,,
a963f2c0-eae7-47f4-ac6a-a12ee906589e,BR,9bab0f07-3adc-4167-b9b9-f78afab5c9a5,2018-05-15,,VP,,
479be8f1-8054-4346-af37-b51b00dcbfd5,BR,7c2c4662-544a-436d-9bea-cf8f63016dbe,2016-05-02,,VP,,
e13d7424-5417-45e1-8ae0-b24230173ec9,BR,2c082ed5-e402-485d-8806-75ee809c59a3,2017-02-10,,VP,,
b74190f3-fd26-4379-b767-9c29e3b9091d,BR,74a9a5e7-726e-4663-a108-3933dd0643d0,2013-11-04,,VP,,
dd72877e-3f85-4e1f-9d29-48b42e98b57b,BR,80d984dd-1d75-41fe-89f7-94d55fc760e7,2021-06-04,,VP,,
bcb9386a-40e9-40d3-9780-da40bf2161d5,BR,fc17740a-a826-46a1-9e2c-2cfe192288d2,2018-05-20,,VP,,
a01e19c1-9d83-45ab-8b6a-0195ebe9ee0f,BR,d93a1493-e03f-448b-862b-aebddf28a801,2013-11-04,,VP,,
ea0cfead-9913-4381-8033-a5ca515fbc12,BR,01e301da-2bd4-42d8-b8c8-b03989d3aef8,2019-02-03,,VP,,
077bb178-c5b3-46ea-ad5a-b40e98b7db6a,BR,9fd44d8e-6aaf-45ce-81eb-a40373c7592a,2012-12-19,,VP,,
bcaa60c7-ff8c-4486-a740-d042f2a58001,BR,6cc28701-5797-4bfe-a1c6-ce11fcb58eb0,2012-08-31,,VP,,
f424ca6d-5a11-47e2-ac79-a229d153b882,BR,486a9ba8-79ab-4dbf-b6eb-9460d8781a23,2013-05-10,,VP,,
ba0c32e5-4f4d-498f-9bd7-0fa28eaa13d3,BR,e167ed9f-1b78-4991-90ac-58b67519a390,2018-02-12,,VP,,
3d5cddd7-3465-49df-a3fe-b47441eb74c0,BR,da5f76c3-fa28-4278-a3b7-99733da7bf50,2013-04-03,,VP,,
581b9f14-f5f8-4a3c-9c4e-5c6ed6e009d2,BR,45595ba6-25aa-43ba-8742-3fbbb8d98125,2019-06-06,,VP,,
6b48a19f-4965-4569-9480-44aa79a65383,BR,f111208b-fadd-4ed6-adbc-3b9543cc301e,2020-10-09,,VP,,
ab6bc675-0342-4624-be25-da767d0036ad,BR,21505225-763c-473d-9450-094c8e4f4362,2022-01-27,,VP,,
57c7a5d8-02b3-447c-b763-e90fcf09809b,BR,8ac71163-311f-4a2f-b7d5-cd84c2edeaa5,2015-07-17,,VP,,
86db8a79-5a44-4b36-88f2-0ae718f07cb0,BR,56f203e2-fc52-4949-a215-edfb9dfbc1da,2022-05-10,,VP,,
98e9579f-fa5a-4e96-a750-4e33926eec1e,BR,be7e5fa0-eff2-48df-9a26-19e6c6d414e0,2011-03-15,,VP,,
c2c7ad10-e567-45c0-b396-d0a3f64ceddd,BR,0829d82d-3fb0-4e08-bc3a-e2a65477b5c2,2010-06-14,,VP,,
4e446c94-a649-45ee-84cf-1fdb662dcda8,BR,5afe4de4-5267-4e3c-be76-bdba330a0712,2019-03-05,,VP,,
c94dbf25-ddc7-4dd1-9350-679161a64475,BR,dd8a702d-7040-4ec3-a9b5-29f3f6ff4f15,2016-12-04,,VP,,
3c820f50-61b2-47c3-a478-5a4507dc91e3,BR,363fc0c3-6e25-43a1-8c56-f61241ff360a,2022-08-18,,VP,,
9b7bfb0b-466a-4631-922b-da951f8a53d5,BR,f6d68d1b-cb16-4e46-a1b4-d63b4b41475a,2021-06-09,,VP,,
df360570-3176-4030-8528-0dded5f6948d,BR,6b06de49-43ee-4863-be35-2a8dcfb29e04,2021-07-16,,VP,,
ae474aaa-148c-4404-b10e-b9a542a91ffb,BR,9e025199-86bd-45c5-b718-fec654f7f37e,2013-08-19,,VP,,
1533b65c-264b-43a5-8b46-fa4431ebb230,BR,d2762c33-5081-4770-90f8-9e4dce54f591,2018-12-31,,VP,,
8867d5ad-d2c1-4bfe-a69c-95c2a21f4129,BR,2e2cc1ee-2ba8-4aa2-83ec-d54bd98c9731,2010-01-28,,VP,,
820c4b98-d82e-4217-9b0d-3d43a14974fe,BR,ead1c1a5-d2d7-4f59-a19f-42eb1efd727a,2015-07-18,,VP,,
7c58ab98-7381-471c-990f-58b4d18ec92a,BR,3a098980-0000-4c4d-8cf5-7d4cf3ad1f66,2022-07-30,,VP,,
337267b7-84a4-4550-9856-9be6c8a67b4a,BR,d677dff5-44bd-4b29-953f-74cb833db72d,2010-07-13,,VP,,
f63eddc9-8a5a-4c13-a9fa-86cc20ac68b4,BR,662c37b8-da14-4093-9e0d-7711dc817616,2011-08-15,,VP,,
481b85a3-bc90-4c9d-80e3-819e072b73c0,BR,f9806a86-1dbc-4f8f-82db-3b2182d9b5b8,2016-10-25,,VP,,
a88eb745-7c19-4a42-9b19-ef3be20efdf3,BR,141c346e-3376-4dd3-81ef-eb7b0ca59a60,2015-02-01,,VP,,
e6caee22-6e0f-4333-99d0-130c08202efc,BR,39fd8998-1309-4e8b-864e-cd8a718a9a6c,2010-04-23,,VP,,
73793414-f437-4f48-b190-ad2ecbc85057,BR,a5fa1226-67ca-405d-9bf6-d22354cf9f83,2014-10-04,,VP,,
6d07f064-344e-4366-bb77-0afe9515b7b6,BR,de56f19b-afa1-438c-8a11-2fe8428ed5dd,2020-01-17,,VP,,
055a5e67-96a5-42a5-88ce-1e2aa960e388,BR,35253333-beeb-4b2b-a491-d9a7f072b676,2013-10-26,,VP,,
8044c7de-d5d7-4843-8eff-8ac7642e9926,BR,8423581f-95b9-4813-9ed2-64d6e5e51e2a,2019-09-30,,VP,,
6cf6a340-9042-40f5-a88c-f773df3ba3b7,BR,2b8ac24c-5315-46e5-bf37-faef9806e4db,2016-02-15,,VP,,
f45174b8-d93c-462d-8266-10261765780e,BR,b3327717-0e41-482d-bd0e-ec0b93cc7c21,2020-08-19,,VP,,
4da02b71-9bf2-4bd0-84f4-e9dc660cddd6,BR,20d75be7-afa7-4949-95fe-16d1efc173db,2018-11-26,,VP,,
1dd92aad-9ade-436e-91f3-ced3db1f358d,BR,a7d4630b-919f-452e-abcd-81b8f9e53ffa,2020-10-07,,VP,,
cabb2ffd-dc15-4d54-84ae-f9a538dcf386,BR,878f6971-d412-4f4d-b55d-769334fec090,2018-04-03,,VP,,
a2f209f2-df03-48d5-b073-eb0b1eb55b1a,BR,ae01438a-ba93-4e09-ac99-6565bcaedf3a,2010-05-13,,VP,,
a5aa08db-ae75-450d-809e-9f2f2b9044de,BR,2712c742-e2c4-46a5-98ff-b05fa35c1a05,2022-10-10,,VP,,
bb39253a-acbb-4467-ac6b-354880a75c8c,BR,7ac60762-a6ae-4d0d-b19e-0a38e1ef9033,2021-07-22,,VP,,
0d63d178-da86-4824-aa7d-5a76f9250f21,BR,6fae7ebd-433e-4c19-a8ba-b1cb99c62ed4,2019-09-10,,VP,,
de3dc825-1a3f-4f50-8153-fcdf3c3120bb,BR,cdaef6d7-a1c3-48ba-b95f-1fcdf52b3ac3,2018-03-08,,VP,,
b1895893-efe3-4f62-a7bf-fdf4bb856f57,BR,e4d54817-1570-42a4-9387-eaf2235b265a,2019-01-07,,VP,,
cc223575-2c29-4370-b481-76a842833255,BR,392e0bb6-59d3-400b-ad2d-887fbd2ec7ff,2010-11-08,,VP,,
2bbcb850-ad19-47f9-9898-11b67cef6435,BR,c8d8dffb-69b7-4374-8ddb-7f0d8672d053,2022-01-09,,VP,,
2c1c6c6b-f12e-4856-83a2-e04a9094e609,BR,c7906c1a-82fa-4ad0-9f6b-bcd7c5359af2,2011-02-06,,VP,,
a1214750-deb8-4a81-8369-dd96b62cf37a,BR,7a652a7c-4283-47cd-bb5c-109193534bae,2014-05-16,,VP,,
bfb4ca41-e701-406c-88d4-9056fa35757d,BR,061ffe85-23c8-43c9-b3bd-dc8de486cae1,2010-05-02,,VP,,
0603e833-6380-4216-aeb4-c9944c46c7e3,BR,6d70edee-a76f-4308-8ac2-8bee3f1be057,2012-01-21,,VP,,
bb1636e2-7aa0-421e-9e38-a4fb2cb45657,BR,6e1e0713-888a-4e99-89bf-dad0b00f4277,2012-11-25,,VP,,
53e203a4-2b68-4a11-896a-4b3abfffb48f,BR,0bf9b95f-583d-42fd-b39b-e1790cf190a9,2021-05-30,,VP,,
08806ee7-2589-473e-98ea-8310d20d5e26,BR,fd48a4fc-0e38-4a4f-99a3-4c2d677a4306,2022-10-08,,VP,,
f989c04f-566d-42fa-925b-86c398f560a3,BR,783d79be-93f1-47ea-a18d-82cd858e86ba,2018-11-13,,VP,,
34225861-1aaf-4a69-851c-6078e56fecb2,BR,91832bea-beea-4553-ada1-20fb182c8e04,2013-05-29,,VP,,
8931f138-3667-4400-8c62-c3736c41f4e3,BR,4c1d7a28-5648-4b18-8055-22cb4866d126,2010-03-17,,VP,,
9a099832-9c8a-4af3-8986-b64fe398685c,BR,bdeb8f7e-3619-463f-9148-e06b237b6078,2012-10-06,,VP,,
d408320f-d79d-491b-bf25-ab6af599fe92,BR,444889bd-0165-42ca-912a-c8fc0c8335a4,2018-12-27,,VP,,
07921824-edce-4d18-9c8d-2731e9302a47,BR,cef27953-0ab3-4ae6-a88d-0f6457e8c995,2016-03-25,,VP,,
42cada4a-4dad-4cf7-b478-c984224f6c02,BR,d9afa4ac-10b4-4d68-9185-462134277b0a,2011-03-29,,VP,,
c477e51b-cb5b-4d49-8f8b-beafeff10774,BR,efeacfaa-e422-4906-ad3f-a12da05389a9,2012-02-05,,VP,,
527235c4-d48c-48d8-81ab-ea0a772a6463,BR,15184507-1fad-44d9-b187-6571612ad26b,2022-07-19,,VP,,
c5f8bb7d-b351-466b-a335-785c63461a6d,BR,781e38ae-acab-4df8-9486-91d15044bf33,2014-02-06,,VP,,
3958a795-efda-49bc-bfe8-9951d8ae56e0,BR,6fb4c6e8-b21c-4f8b-af2a-6057d8c38839,2020-10-21,,VP,,
9229ac35-98b2-457e-ad44-2e5ed10e120b,BR,520f203b-3be4-4279-b09d-7dce8bcd0528,2020-03-21,,VP,,
4dd42155-d70c-49c5-9f26-1243fa0a3b25,BR,5c6d5465-2c29-4102-a5e7-c6f3e1e36ac2,2017-10-09,,VP,,
16c58282-bf3b-45a0-a888-ea352de4bc16,BR,116081eb-bc2c-46b9-8c87-da5a649b0c86,2011-05-05,,VP,,
a3291f0b-4c30-4de0-aba1-c15d5f755ecb,BR,01ca1956-40bd-4d34-9781-83b8dbb9820b,2016-08-20,,VP,,
1a47f54b-aa68-4191-a0c3-b427d4dc5eec,BR,696bfbb1-f599-4873-b2cc-e053bef5c05d,2015-04-20,,VP,,
e2d62dfb-2e35-4e3b-b114-51bf968b5359,BR,5ebec935-3d4d-497b-a214-7f15dee734eb,2017-07-12,,VP,,
8c6279c6-17a0-4c8f-9832-e49a4561f2ae,BR,36b8ccfd-361e-426f-8db1-01deda8480ee,2020-02-09,,VP,,
51cd112e-8244-4501-ac0c-d94fc5bade06,BR,bea60d80-3d66-4af0-b4dc-1cb1b7102ad9,2013-01-08,,VP,,
65233152-954c-49f1-a35d-8f23b9d0a709,BR,01a4b497-7870-4895-a46d-fb7ca60bf778,2014-05-19,,VP,,
3947fa97-1b4a-49a1-8580-c9530b98d5df,BR,4b28460c-c7e2-49e8-aadd-48ad696fb39e,2018-08-27,,VP,,
eb741f5c-e762-4a82-a927-37fc7c9f7608,BR,d98a605d-b2b7-40fd-9176-23b0e6a43b35,2020-10-20,,VP,,
e60809c4-d6bf-4dd7-a2ca-a1b276d5f8bd,BR,92ef4df1-487e-4913-ad31-9f659b4501fe,2014-09-11,,VP,,
77792862-2a02-4b45-beca-436ff27db815,BR,8cbdecc9-c831-401b-a415-a27aed647f3a,2021-05-12,,VP,,
02fd7386-0f2f-4842-b7a5-ef416de0e48a,BR,041ab3cb-1e2a-4096-a454-cb6ef323dc45,2016-02-22,,VP,,
bec90c29-1004-43e1-b9b6-ee6f7589e035,BR,bdfb48a7-b47f-4595-a319-83fd841b188b,2017-12-02,,VP,,
09b5761e-38da-4d65-b0c0-6563129efa35,BR,716ceaea-4230-450b-b3bf-59a31c4c311b,2016-06-03,,VP,,
c9d7f00b-2e81-472d-b18a-d33dcf71454e,BR,19308738-db20-4f07-8d72-cf8e819f79aa,2014-08-26,,VP,,
45f92599-3a12-4dfc-836d-21a0086ab082,BR,7792c93f-0183-45be-b824-5bc066b5758a,2017-04-25,,VP,,
d5a9c213-d360-4606-9c1a-23a66b174f1e,BR,2d1e7572-0a10-4353-87f0-0767138d65d6,2018-01-06,,VP,,
45239805-c126-4418-a844-f9ff4dc725d9,BR,d5f7eb5a-0630-49ad-9bd7-bf0a97b799d2,2010-10-06,,VP,,
38d63777-8da6-4ea5-81f8-8932d3bc5044,BR,d49ffaef-2315-49f1-8be5-c65d67050384,2012-07-29,,VP,,
86e0b162-2f83-4ba0-89a0-482f503037ad,BR,d00c9c07-d5b4-4c07-91b2-8ad5260fd449,2022-06-03,,VP,,
6f4d9dae-5b5c-4171-b453-1e8e8ac33638,BR,a84e45ca-97e1-4c6c-8288-f98fecfb2347,2014-11-19,,VP,,
27309d5b-f98c-4a33-a352-c0a58e332322,BR,1f5caadd-3831-4dcd-9fc0-1086ad7b1a28,2018-11-01,,VP,,
fd3e90fa-cb3a-4ea6-b85b-632654463746,BR,368229df-0ec5-4218-ab08-2bcda86186f7,2012-09-12,,VP,,
c338799a-9b4e-43ff-9207-82ea24910809,BR,04af1b4f-343c-4e28-90d0-60abf2c18c60,2017-09-20,,VP,,
08271a4a-3365-4eab-b749-a7f3ba65ac3b,BR,e89f4b9e-6b15-4e68-b5d1-ef951af57143,2020-11-14,,VP,,
15b8046e-0523-4a31-b0f3-e4c2ff4c2cf5,BR,220a61e2-c31e-4b33-a733-bbbac27bd145,2015-08-29,,VP,,
dc570d75-667d-4c6d-a8f0-65577f7102e8,BR,a2ce7ae8-4b1f-4c27-b94e-add10903e0fb,2011-03-01,,VP,,
f3fa3ab9-e6cf-4ebd-930c-e25f743425a5,BR,291cb0d7-1dac-410d-a30b-7980ef6f7ef7,2015-10-07,,VP,,
d782148c-70fc-4d0d-ba2d-c536180e4f5f,BR,c85fb18e-a664-461b-9e63-babce83072f3,2018-08-14,,VP,,
355a2e19-ee87-49bb-8d29-7dc9dc161c33,BR,17f6ca7b-d2bb-4af6-b7e9-3a669dedde8f,2021-02-13,,VP,,
fb4ea1db-8be4-478d-8d1b-a57cac7f9227,BR,844c8146-f356-4f49-8128-99a13fc87495,2021-02-03,,VP,,
01457110-8f78-48f0-835c-bc6d0840a473,BR,29ecb171-4fc2-4577-9e5c-5f5287c860a9,2021-05-24,,VP,,
0a83cdd6-f877-4472-9238-b54378ec0ad9,BR,a851872a-34a1-419b-8db6-09738b8ee74c,2013-03-20,,VP,,
eab60c78-2ba0-4443-9020-46b6001612d8,BR,6d89b75f-d84e-4df7-9843-2a0bf7bf4731,2018-01-28,,VP,,
d7ddfedb-3104-43e2-849c-680744338f60,BR,e53cb77a-423e-4d12-9dae-19e165c17666,2014-12-15,,VP,,
5ae3b333-2523-4cc4-ba7a-2f68d4977990,BR,03a5845c-c98c-4bad-97cf-b442972a0542,2011-03-13,,VP,,
d5f49f46-ec86-4c8d-9788-289942c48a45,BR,9b09b64c-2639-4013-848a-d0dbd9a0022f,2010-08-23,,VP,,
06caea13-9054-4ffe-b41f-2c16156bea45,BR,cfadd76f-f331-48b7-8712-cd2803c195e1,2015-11-16,,VP,,
a9f1caa5-0f55-4e9a-8d1e-19692376fc7f,BR,aec5f3fd-28f7-42ad-9f31-b4b4330f2d22,2019-10-02,,VP,,
08da6d8c-5717-472d-95cc-8968e368ead0,BR,e576c8cd-97bd-40a1-b8d8-454972dc25c2,2016-10-10,,VP,,
1aefa671-9507-4d04-ae37-3c4c3a2695e7,BR,0b7040b2-e9e7-4c2f-bc7f-dbc5a0154b4e,2017-02-23,,VP,,
c6e736d4-751b-40dc-a961-a08b3d466619,BR,08843ef2-3604-4e9d-8939-79cff930d883,2016-03-25,,VP,,
5a4747dd-5fa3-48b4-92aa-4bb1b2a688e0,BR,3251ef56-56bb-46d1-8d70-3984c4b2a8e2,2014-12-21,,VP,,
ab5662d5-8b83-4b0a-9299-db20fabc3dd0,BR,4aa2afee-b4a4-4238-a0f1-af7def5b7e6c,2020-12-09,,VP,,
d12895f3-d4dd-4a4e-adc6-5c7d38556beb,BR,f7cd7f8d-e7e6-4d8a-ab09-f262e9902eb4,2013-11-11,,VP,,
e432be39-8639-42fb-a7ed-7641fd123fcb,BR,a6dab64e-f53b-4455-852c-44d089dc1f4e,2019-04-03,,VP,,
29b3859f-190c-41d1-a3aa-86ac472b43bc,BR,b331a5e8-6049-42f5-a85f-74f1e22542db,2013-08-30,,VP,,
ddc81520-730f-4c26-befe-ab9941954e65,BR,c2f678bb-b739-4dd8-8533-333e35fd0e0f,2010-04-28,,VP,,
55695e41-7052-4ed4-9059-1ca038768c39,BR,9ddcff19-67ad-4b22-bf92-62eeb411c00f,2015-02-12,,VP,,
1e83f47d-1617-4f73-801f-3041878d47f1,BR,5b710013-b184-4942-bbde-9b6ca08bcf4c,2014-12-19,,VP,,
a6b7261d-7008-4028-a09e-fedd909ebf17,BR,9c304cbb-d105-43fc-ba5a-2a9805b5fc84,2014-05-07,,VP,,
bf8553cf-2afd-4750-a99d-84fb69013df7,BR,7ef68aef-5d6e-47ce-95d6-4a80aacd89c4,2011-06-27,,VP,,
391c95b0-48eb-4f70-aa48-3c42d2edfcf3,BR,1f440744-9c64-456a-a045-0e4dafcfcec0,2016-07-02,,VP,,
6b013a82-3972-4de9-9c67-04bf96ce11ab,BR,d6c407ee-d946-4c3f-bde2-8b5baeec38d5,2014-03-07,,VP,,
0765bf6b-fb99-427a-a593-3664ac796438,BR,ade2678f-ec4f-4cd8-8734-49872ae827d1,2019-10-08,,VP,,
a49e1bb1-5b5c-40a4-960b-617708de2c64,BR,3cbd2543-6e58-48e0-a200-351081452477,2011-08-25,,VP,,
db948705-47e3-4c1d-a268-9f26310e00a3,BR,006fc49b-76b9-41f8-af64-5f2d176d5e43,2019-11-24,,VP,,
d2a878dd-b258-40b1-9c49-585311bb4368,BR,763cf9c9-7632-40de-9332-224d934393b7,2015-11-20,,VP,,
eb3b80b0-3ecb-4a65-83fc-38f787588735,BR,d89e0e20-7edb-49ee-999f-2844006b7d5b,2019-01-15,,VP,,
