br_id,br_open_date,br_close_date
d98a605d-b2b7-40fd-9176-23b0e6a43b35,2020-10-20,
92ef4df1-487e-4913-ad31-9f659b4501fe,2014-09-11,
8cbdecc9-c831-401b-a415-a27aed647f3a,2021-05-12,
041ab3cb-1e2a-4096-a454-cb6ef323dc45,2016-02-22,
bdfb48a7-b47f-4595-a319-83fd841b188b,2017-12-02,
716ceaea-4230-450b-b3bf-59a31c4c311b,2016-06-03,
19308738-db20-4f07-8d72-cf8e819f79aa,2014-08-26,
7792c93f-0183-45be-b824-5bc066b5758a,2017-04-25,
2d1e7572-0a10-4353-87f0-0767138d65d6,2018-01-06,
d5f7eb5a-0630-49ad-9bd7-bf0a97b799d2,2010-10-06,
d49ffaef-2315-49f1-8be5-c65d67050384,2012-07-29,
d00c9c07-d5b4-4c07-91b2-8ad5260fd449,2022-06-03,
a84e45ca-97e1-4c6c-8288-f98fecfb2347,2014-11-19,
1f5caadd-3831-4dcd-9fc0-1086ad7b1a28,2018-11-01,
368229df-0ec5-4218-ab08-2bcda86186f7,2012-09-12,
04af1b4f-343c-4e28-90d0-60abf2c18c60,2017-09-20,
e89f4b9e-6b15-4e68-b5d1-ef951af57143,2020-11-14,
220a61e2-c31e-4b33-a733-bbbac27bd145,2015-08-29,
a2ce7ae8-4b1f-4c27-b94e-add10903e0fb,2011-03-01,
291cb0d7-1dac-410d-a30b-7980ef6f7ef7,2015-10-07,
c85fb18e-a664-461b-9e63-babce83072f3,2018-08-14,
17f6ca7b-d2bb-4af6-b7e9-3a669dedde8f,2021-02-13,
844c8146-f356-4f49-8128-99a13fc87495,2021-02-03,
29ecb171-4fc2-4577-9e5c-5f5287c860a9,2021-05-24,
a851872a-34a1-419b-8db6-09738b8ee74c,2013-03-20,
6d89b75f-d84e-4df7-9843-2a0bf7bf4731,2018-01-28,
e53cb77a-423e-4d12-9dae-19e165c17666,2014-12-15,
03a5845c-c98c-4bad-97cf-b442972a0542,2011-03-13,
9b09b64c-2639-4013-848a-d0dbd9a0022f,2010-08-23,
cfadd76f-f331-48b7-8712-cd2803c195e1,2015-11-16,
aec5f3fd-28f7-42ad-9f31-b4b4330f2d22,2019-10-02,
e576c8cd-97bd-40a1-b8d8-454972dc25c2,2016-10-10,
0b7040b2-e9e7-4c2f-bc7f-dbc5a0154b4e,2017-02-23,
08843ef2-3604-4e9d-8939-79cff930d883,2016-03-25,
3251ef56-56bb-46d1-8d70-3984c4b2a8e2,2014-12-21,
4aa2afee-b4a4-4238-a0f1-af7def5b7e6c,2020-12-09,
f7cd7f8d-e7e6-4d8a-ab09-f262e9902eb4,2013-11-11,
a6dab64e-f53b-4455-852c-44d089dc1f4e,2019-04-03,
b331a5e8-6049-42f5-a85f-74f1e22542db,2013-08-30,
c2f678bb-b739-4dd8-8533-333e35fd0e0f,2010-04-28,
9ddcff19-67ad-4b22-bf92-62eeb411c00f,2015-02-12,
5b710013-b184-4942-bbde-9b6ca08bcf4c,2014-12-19,
9c304cbb-d105-43fc-ba5a-2a9805b5fc84,2014-05-07,
7ef68aef-5d6e-47ce-95d6-4a80aacd89c4,2011-06-27,
1f440744-9c64-456a-a045-0e4dafcfcec0,2016-07-02,
d6c407ee-d946-4c3f-bde2-8b5baeec38d5,2014-03-07,
ade2678f-ec4f-4cd8-8734-49872ae827d1,2019-10-08,
3cbd2543-6e58-48e0-a200-351081452477,2011-08-25,
006fc49b-76b9-41f8-af64-5f2d176d5e43,2019-11-24,
763cf9c9-7632-40de-9332-224d934393b7,2015-11-20,
d89e0e20-7edb-49ee-999f-2844006b7d5b,2019-01-15,
717b781f-8d66-4996-a11f-55e8a8bd879a,2020-01-29,
d9d2ed74-845a-443e-b00c-085e990be676,2014-05-22,
772be472-276d-4a97-a423-f40e93bbd0c2,2018-12-27,
d6480371-e679-4513-82e0-ceab2e4199f5,2017-05-20,
266ef916-382b-4bb2-a9ff-b2f5b301e34f,2022-02-21,
3e2bfaf3-f19c-4b86-b4a5-ef27882949e8,2011-12-18,
d45b4b0e-4834-472e-a972-58de064d4446,2010-11-10,
3a0ba759-7ca9-43c7-ac72-308fa707fe6f,2017-03-07,
9e58c235-a8c8-4a9e-a9a0-dd9640e14b26,2012-06-06,
87a39e17-2541-4d22-b9c1-a83f5771dcad,2016-10-25,
b81e6ad8-d57f-4220-93cf-c935f8cedc3a,2021-01-12,
0a1e6741-a9f8-47bb-ad4e-a0c501d176f9,2018-05-22,
169264f3-d21d-41cd-962a-f4774df3c369,2016-06-09,
c3504bb4-79ac-47cf-bcd6-ab5593dad291,2014-10-04,
dd68f9d0-c6ef-4fee-a75d-02f4099d4b22,2021-07-22,
b46f6048-305b-434d-96d1-d96f3a55d948,2015-03-24,
bb25edb6-cca6-4eee-bbcb-d5ccb8f13419,2013-10-02,
25ac24f1-da5f-4f81-ab7c-4f69e9020f54,2015-06-01,
a1125834-73c1-4dbd-a912-a2681d711b6a,2016-09-20,
807b9138-a8a0-49a9-acd8-9e593583e124,2021-08-30,
2d49ad5b-2e9d-46c9-88a4-f4f74480533f,2016-04-06,
240504c4-7091-485f-97d0-859b7aad93e5,2013-05-21,
893c3edc-83a7-4f9a-a5c8-fbc093dcc4a3,2011-05-20,
85f232b7-658f-4992-b8f6-283f80201507,2020-04-25,
21ebd719-0743-4271-8bb8-6bb9a0f3024b,2022-08-26,
477b52a1-8649-4b97-a178-2a633c69aad4,2014-11-03,
79b69150-525e-4161-b37a-70cb2c7a1643,2020-03-22,
2eb42901-6d96-4b99-954b-b2dbe09f5f6c,2011-12-02,
3eb471b1-1cbc-4160-98cb-b59c1690e118,2018-10-10,
48aac952-589e-4c74-aa84-b2a52b163c26,2021-05-08,
bd050ae6-bf94-45c6-b573-7dd18380c5dc,2021-04-14,
675ad3e9-06ac-4d11-bb8d-df8cbf35266f,2021-03-06,
aec59117-1fe2-4cbc-9590-dccf00ef2174,2020-01-26,
a3c10ba6-e5b3-46ae-89c6-07f997390823,2017-09-20,
4dd512f1-cf4b-4ee5-9fb7-795ba1d3d6d2,2012-08-30,
a7c9f277-4bd4-4a96-ac24-37e63568e6a8,2016-09-20,
9894ee9b-b195-42f1-902b-efd93467082e,2012-04-21,
31bb1fc1-8627-460b-95fe-0654ffca0181,2022-03-13,
bc98c488-c71a-416a-9519-34fc177bc949,2010-10-12,
d839ff8d-b93c-4050-8e91-fdb6f752237e,2016-09-01,
f22888b3-8c90-49e9-a4de-d808e47b83a8,2017-10-02,
1fa6814c-b74f-46ad-bdd6-8e31e7893ce0,2022-05-18,
6942427e-bef8-4cee-b059-f7d05ddc217d,2012-10-26,
7c52ba98-b272-46c3-b869-ff4c549fc684,2022-03-10,
b808fc44-97a2-489d-9b90-0959a70a11a0,2018-02-14,
46caed9b-1f14-4009-a75c-91790976e80b,2011-07-08,
42548b9e-07c2-4db0-900b-4591d012bc21,2010-09-25,
988457c0-c776-446b-990a-e0eda240cc1a,2013-05-25,
fb6db61d-ea87-4efe-adcc-80e78099c321,2021-05-22,
c6a619e5-29dd-47e5-8405-9cc2c519cbb1,2016-10-25,
e02c0e16-5f9a-432a-a612-f7df23769ecc,2017-02-01,
dc41ba61-4cce-48db-b1a7-0409ef1969a5,2011-04-15,
750fdf3c-30b4-4b5a-8142-937bb43b6bf9,2019-01-01,
6d0215b3-b909-4e1d-9f85-d95a6f45ef17,2015-07-13,
7ab9a86c-56a2-41ce-9912-2032d93b2721,2015-08-23,
3a87ab65-c4b9-43c9-8c46-622e97921471,2013-11-20,
a08c06ca-5c61-4995-ab93-78cbee1d9073,2012-01-22,
d24f1a33-d437-4b5f-94f7-49c484c49331,2010-09-27,
274f97b3-f8f7-4656-a4fd-3287449932a5,2019-03-24,
cf6b8e57-9f73-4c1e-bfce-00ba832d12d4,2022-11-25,
7c8eaf95-eb04-45f0-9031-09664dfd613a,2020-11-04,
852f1bc8-4851-418e-85f3-b9d1a1344736,2015-09-07,
299778d1-c3aa-4f14-b103-e48c16ab249d,2013-08-05,
20df561e-8430-427a-98aa-5bcca7ac461f,2016-04-03,
193ed1c3-34cd-4e58-86d9-9d41255ef1a3,2011-01-19,
dbf67f56-c69d-4d1c-bda2-c96d0f8e6dd4,2021-06-12,
df732bcc-e35a-4020-8fa1-fe9d2971f2a1,2021-11-20,
f20b879f-7021-461b-ad10-516b615dac68,2017-09-09,
15e56d11-51ee-42b0-b63a-b8d06162f0a8,2012-03-14,
60e3513f-4076-4157-89c9-fa82eb0d5667,2013-01-01,
130aa964-cb95-4402-b4b5-13d8935f5ab8,2020-03-31,
153173ff-13c5-452d-9434-66307bc04c42,2022-04-11,
482df462-4b57-433d-91cd-10d6d7cc534a,2020-03-08,
35131168-7c3a-4284-a566-0e820d733981,2021-09-06,
ebf30561-d6e1-4122-9a9e-8adecd1d0ffa,2012-03-19,
8bfadc03-6533-4816-9ed0-abeee24f217c,2019-01-07,
ef038dc7-05ed-4f2a-93c9-c449bfe64928,2013-07-29,
de0a3bc7-2bc3-4951-bdf9-596039a4a325,2019-06-22,
8bb6611f-95fa-4fa1-ac71-e7dc8a8c783a,2016-08-16,
28eaa2bd-0b4d-468c-9de0-c72e5fe0006d,2021-07-26,
fd8e0413-2b9b-4d20-a9d4-0bbd47eff539,2022-07-04,
1e75962c-4705-4353-b66f-3832c31d9db8,2019-08-26,
a5b5d179-0d6d-4518-b7f8-e32a6aa53b63,2014-05-19,
641300dc-8eb0-4d95-9d3f-271c927b265f,2012-11-10,
b46fc6e5-dde0-4433-999b-0187f62c6392,2015-11-24,
6b7b2a91-b0ad-4499-8e37-bb3f4fd39d3c,2015-02-11,
bb0e42c7-1b21-4d3d-9d5f-4c9e770deb7f,2013-10-07,
6623576a-2ca2-4e59-9fbc-0278ad3e148d,2011-09-04,
a806c4eb-36a4-44a4-92dd-9bae186aac85,2019-01-30,
e9a33377-4aba-49b0-8644-82aa6b3c69b2,2015-06-01,
9967ad82-0257-49d5-b9b6-078882eeb0e8,2022-01-15,
4f9e8e54-75a8-46a0-bca6-de4901230b32,2011-10-01,
b372169d-29df-42b7-a3b1-9c2bb083e88f,2021-05-29,
7ff93716-9f61-466f-8a2a-967e33f88916,2015-04-07,
6f344d63-e1b4-4785-bcc7-e1e9cf54ec38,2011-10-08,
f2a90fdf-1057-4495-ac17-9101326b6fa0,2015-06-22,
38aeb186-e313-44d1-b9a4-187943a93e9e,2018-12-23,
ef36bc5c-a63b-4e5a-ad0b-b3b3b5c48309,2016-06-24,
30183b26-dc67-4bf4-adc3-30bdaf924a54,2012-04-03,
ca1dd077-91ba-4097-8c27-e345c894c24c,2010-03-01,
a9232159-7bbc-4b06-889e-53a47331d5f3,2013-05-28,
164469ca-ea1b-4e65-99ad-c84a7c310e0d,2019-07-12,
fb23a8c0-4fc4-46a6-b8d7-2d1bff4c2a9a,2015-05-07,
ab337e79-c207-4d8c-9cbc-da8b7a10390d,2017-03-18,
5ecdb1f3-30a1-4d41-86ac-8d55a4e81d95,2012-06-08,
1b758916-9f3d-4074-80cd-2d24d72814bd,2011-07-28,
71e972ae-4ea7-4257-8ba2-2af59b12b14d,2011-05-28,
c9265ddc-558d-4931-bea2-fc01cae18053,2021-05-23,
7e52dd8d-8065-463e-a026-bd7f211b502c,2021-02-03,
ee3ca436-5df0-4049-8fb1-ee8a9b028976,2016-02-09,
15877b84-89a3-4764-b81b-3540212cd633,2016-04-02,
ea926831-c28e-44ae-8df5-1527cb9e86bf,2011-09-04,
3ac4385c-0563-42e7-9574-d67249313005,2011-03-14,
94f077a6-27dd-44a9-9d28-774cae16faed,2019-04-22,
8a046a82-48e8-417e-9ee7-6d35b9243bef,2016-03-11,
c585c900-f128-4b91-9b67-5234ada74f50,2012-10-20,
ae7cadec-c6bf-4ad4-9f54-38824bace2c7,2010-11-18,
8e4c6b38-17a6-4106-a6a0-e45d2aa5645a,2018-07-24,
831bc0e3-5925-4f8e-9c31-929def4a7c7b,2017-10-02,
435d9ced-b9d5-4ec0-b98d-561de1897795,2021-09-15,
6d5dfd20-5546-49b3-92f0-283338a414ab,2018-02-28,
5fd9aea2-0869-45c8-b390-bd75d7c33644,2020-04-15,
2958c87c-ffc2-4902-9260-1ac4f487b68a,2013-07-08,
172787f5-e469-44b2-bf3d-44486642fa20,2014-07-19,
20d33d03-6cf8-4c3c-8120-73f15a50d88e,2012-06-22,
7adb3d65-48c0-48ee-a9f5-37df1f519f7c,2010-11-26,
1f6b26e3-a8b9-4adb-86f7-0c836b5bacfa,2011-09-29,
a9f676bd-0103-4965-86da-8f98eabb7367,2015-02-11,
9f4a1ed0-1d12-4c1f-baed-078179609e83,2011-02-17,
e4b50771-6aa9-4c0d-9333-b6e49753cd36,2022-08-16,
2450a9fa-4891-46e5-93eb-15715f6b4108,2016-03-25,
98ab74b5-f922-4367-940d-df4dbae4a85f,2017-11-22,
3f69f4d3-e99f-4c9e-8911-acfb502f4e16,2020-04-01,
7798def8-cff5-4972-bc55-d7ff15de832d,2016-11-24,
3a6face3-91c3-46e9-abb4-5952c49da2a5,2022-08-19,
f3e03175-6be7-4e4b-a168-9ea56443f005,2011-10-17,
03cb8f6e-44f1-4725-aaaf-3049cf2a9534,2021-04-18,
f6e7e941-5e8f-4ef5-9d21-381ba294b943,2018-04-08,
95cdabff-cb06-440b-a8d0-5e9afc0eec19,2012-02-04,
289ee18b-51f2-4426-8751-9d7baf5dad8a,2016-06-24,
0ab77515-ed63-4feb-91af-489d8f800170,2019-01-12,
79def93c-7669-4be7-ac38-e227d2402130,2017-08-11,
838070e9-4e66-448e-9847-e321cce91d91,2014-11-18,
3e35f4dc-3beb-40ab-a9fe-057acb56fc68,2012-11-30,
9eff748d-3f96-4d00-9dbc-644bdec93098,2016-09-22,
a3c106cd-189c-41cd-883c-abad8e641d16,2013-09-08,
d89574c2-3099-4be7-ae7f-1dbae622e3f8,2013-03-28,
742e3f3f-c9d7-43df-9b94-7320982b71c5,2021-04-25,
13ff7ce8-b991-4e00-b070-60f1e26c3149,2016-08-20,
67b6b2a6-422d-49e6-9fff-38b26aaf9b59,2016-04-22,
05517965-097b-454f-9186-c7d7196b4d96,2010-09-06,
3908c53c-a6f7-4c14-86c7-4cf30f509247,2013-10-23,
7b93fe49-31f8-4a07-a60f-a706355953ce,2013-08-28,
64737843-6b5c-45ce-8e7a-afc798b9e0a1,2016-03-09,
9a459fb5-cfb9-4282-9d33-4c574c5a28cb,2020-03-02,
d30ef8b0-f328-4879-b841-cf80e8e0c61e,2020-02-22,
f77faa32-e39b-4fd0-9968-37a08d8b24a5,2020-04-03,
3237da62-fe46-428a-9172-bd411fc1e545,2015-06-10,
45b162c4-1e07-4858-83f1-d84f2c4d9d13,2021-09-10,
5f231147-e8f0-47b1-b89c-9ad94a7ccfa2,2018-05-07,
e9883bb2-a6a9-4d54-99ca-0c2f275aaf73,2018-01-13,
cea8ca89-c3fd-4c03-ac97-38dc527fb8e5,2021-12-13,
17415708-c6de-4143-9d0c-cc2a8df37b93,2021-10-29,
95a4f83c-b9cc-42b1-9529-8bdbc53d5de2,2013-06-29,
516b9327-9138-4a64-bf7c-7fab17e030ad,2018-04-11,
34cb4364-0fc6-4757-9c04-aa61046f97bf,2017-11-17,
2e66eb99-a469-4e3c-b917-c795285c8e88,2021-03-11,
e4226411-0f99-44e5-9f2f-8aa6ddd34a05,2013-02-21,
9ff510c5-af0e-4756-921e-068474cee6b9,2015-10-24,
ed5971a6-db7b-476c-abf4-51fed94e08d0,2022-08-01,
3388b1d0-8b5b-46dd-a1ab-b1276bd170da,2014-03-26,
3e2f49af-f852-4c41-ad90-dabd94de71fd,2012-09-13,
fa000584-c4a7-45c7-bfd4-c202ac56df57,2014-06-12,
0bd8ff68-db25-4e15-a7aa-c46326aed47f,2018-07-19,
2d4e55de-e446-4c3a-a792-9f05fb934401,2020-03-15,
ce82fab0-7eaf-4850-91ff-c08978ee250c,2011-12-24,
b18b1eb1-91fd-4735-8d57-f05aa4980ea6,2012-12-31,
dc72ea9a-627c-4c8d-ad70-67cf1af6a970,2020-06-24,
f44ffd62-869b-442c-8405-38fccfc05521,2022-10-06,
99de8b96-0d01-4278-83d1-fa4f9624bb8c,2015-03-11,
b2e45033-6dbc-403f-98ea-f7cac52c9526,2014-11-12,
e24d0bd8-94c7-43c3-b0a7-466ced336de0,2015-10-18,
60e846c6-850a-43c2-8f7a-24c2fccec735,2010-02-24,
6c55411a-006f-48cd-89f1-db1aa587cbb9,2017-11-28,
e1d13a2a-8345-41a8-bfc0-cf1ea64a5905,2022-11-01,
1e962a7a-cbcb-43a3-b203-588715150f4f,2017-08-11,
75c8586b-a361-490d-bb35-d41bda2e0796,2012-10-05,
67615081-666d-4939-a8b8-e3196bbb8399,2016-06-22,
c9fc7bab-9281-4b25-96b7-4ee1cdf6f336,2021-11-26,
a2983018-0c7f-47da-9bc4-0cd9b080a212,2016-01-09,
bb3b82b0-a08a-4eb1-8ab0-5e5cd3d49038,2013-09-21,
2a750ebe-6b17-4a0d-a195-5f16d6506158,2012-06-28,
ec168bb2-0b4e-4152-a244-4ed3ba90c3f5,2012-10-03,
0af18b33-2e06-41bc-b901-df2037ea8bc7,2013-02-17,
97ed274f-f92b-44b5-8b90-2ff37906fe46,2018-10-26,
7c76447d-076e-4e85-8558-4ec1bb28d341,2013-05-09,
80bbb175-83ef-4496-8b81-4bec4c61c275,2010-03-09,
684ec921-4e04-4541-ad9e-abaf7360687b,2022-08-26,
